dtm;FP_1;FP_2;FP_3;corriente_1;corriente_2;corriente_3;frecuencia;potencia_1;potencia_2;potencia_3;value;voltaje
2023-01-01T00:00:00;0;0;0;0;0;0;0;4,99;2,82;7,85;3,45;0
2023-01-01T00:15:00;0;0;0;0;0;0;0;4,67;2,78;7,94;3,43;0
2023-01-01T00:30:00;0;0;0;0;0;0;0;3,52;3,38;5,69;3,49;0
2023-01-01T00:45:00;0;0;0;0;0;0;0;3,24;2,13;5,89;3,47;0
2023-01-01T01:00:00;0;0;0;0;0;0;0;5,03;2,95;8,12;3,65;0
2023-01-01T01:15:00;0;0;0;0;0;0;0;4,34;2,75;7,76;3,32;0
2023-01-01T01:30:00;0;0;0;0;0;0;0;3,97;2,9;6,15;3,45;0
2023-01-01T01:45:00;0;0;0;0;0;0;0;2,23;2,6;5,01;3,48;0
2023-01-01T02:00:00;0;0;0;0;0;0;0;3,89;2,56;7,41;3,45;0
2023-01-01T02:15:00;0;0;0;0;0;0;0;4,33;2,99;7,84;3,66;0
2023-01-01T02:30:00;0;0;0;0;0;0;0;2,67;2,21;5,22;3,09;0
2023-01-01T02:45:00;0;0;0;0;0;0;0;4,4;3,41;5,99;3,52;0
2023-01-01T03:00:00;0;0;0;0;0;0;0;3,84;2,57;7,29;3,55;0
2023-01-01T03:15:00;0;0;0;0;0;0;0;4,96;2,93;7,8;3,45;0
2023-01-01T03:30:00;0;0;0;0;0;0;0;4,34;2,23;7,97;3,41;0
2023-01-01T03:45:00;0;0;0;0;0;0;0;3,38;3,22;5,46;3,29;0
2023-01-01T04:00:00;0;0;0;0;0;0;0;5;3,3;7,48;3,61;0
2023-01-01T04:15:00;0;0;0;0;0;0;0;3,16;2,31;6,91;3,26;0
2023-01-01T04:30:00;0;0;0;0;0;0;0;4,92;2,91;7,87;3,63;0
2023-01-01T04:45:00;0;0;0;0;0;0;0;3,84;2,53;7,32;3,09;0
2023-01-01T05:00:00;0;0;0;0;0;0;0;3,81;2,83;6,13;3,55;0
2023-01-01T05:15:00;0;0;0;0;0;0;0;2,71;2,19;5,24;3,14;0
2023-01-01T05:30:00;0;0;0;0;0;0;0;4,68;3,28;7,85;3,69;0
2023-01-01T05:45:00;0;0;0;0;0;0;0;4,38;3,43;7,36;3,4;0
2023-01-01T06:00:00;0;0;0;0;0;0;0;4,36;2,24;7,85;3,22;0
2023-01-01T06:15:00;0;0;0;0;0;0;0;5,14;2,94;8,04;3,48;0
2023-01-01T06:30:00;0;0;0;0;0;0;0;3,05;2,41;6,21;3,33;0
2023-01-01T06:45:00;0;0;0;0;0;0;0;2,89;2,52;5,22;3,14;0
2023-01-01T07:00:00;0;0;0;0;0;0;0;4,14;1,89;7,71;3,41;0
2023-01-01T07:15:00;0;0;0;0;0;0;0;3,65;3,09;6,69;3,17;0
2023-01-01T07:30:00;0;0;0;0;0;0;0;2,71;2,49;5,54;3,45;0
2023-01-01T07:45:00;0;0;0;0;0;0;0;2,05;2,04;4,73;3,09;0
2023-01-01T08:00:00;0;0;0;0;0;0;0;3,49;2,64;5,83;3,31;0
2023-01-01T08:15:00;0;0;0;0;0;0;0;3,08;2,41;6,32;3,37;0
2023-01-01T08:30:00;0;0;0;0;0;0;0;4,87;2,52;7,79;3,64;0
2023-01-01T08:45:00;0;0;0;0;0;0;0;3,72;2,55;5,86;3,52;0
2023-01-01T09:00:00;0;0;0;0;0;0;0;3,57;2,02;5,83;3,25;0
2023-01-01T09:15:00;0;0;0;0;0;0;0;4,09;3,21;5,87;3,73;0
2023-01-01T09:30:00;0;0;0;0;0;0;0;4,41;2,17;7,86;3,57;0
2023-01-01T09:45:00;0;0;0;0;0;0;0;5,1;3,2;7,82;3,42;0
2023-01-01T10:00:00;0;0;0;0;0;0;0;2,89;2,48;5,58;3,59;0
2023-01-01T10:15:00;0;0;0;0;0;0;0;3,6;2,06;6,11;3,55;0
2023-01-01T10:30:00;0;0;0;0;0;0;0;4,74;1,99;7,96;3,71;0
2023-01-01T10:45:00;0;0;0;0;0;0;0;3,99;2,4;7,61;3,46;0
2023-01-01T11:00:00;0;0;0;0;0;0;0;4,55;2,59;8,52;3,61;0
2023-01-01T11:15:00;0;0;0;0;0;0;0;3,88;2,8;6,26;3,5;0
2023-01-01T11:30:00;0;0;0;0;0;0;0;4,25;2,77;6,26;3,85;0
2023-01-01T11:45:00;0;0;0;0;0;0;0;4,85;2,4;8,49;4,06;0
2023-01-01T12:00:00;0;0;0;0;0;0;0;4,53;2,12;8,35;3,79;0
2023-01-01T12:15:00;0;0;0;0;0;0;0;5,1;2,74;8,24;3,76;0
2023-01-01T12:30:00;0;0;0;0;0;0;0;4,03;2,71;6,58;3,89;0
2023-01-01T12:45:00;0;0;0;0;0;0;0;3,75;2,12;6,32;3,98;0
