dtm;FP_1;FP_2;FP_3;corriente_1;corriente_2;corriente_3;frecuencia;potencia_1;potencia_2;potencia_3;value;voltaje
2023-01-01T00:00:00;0;0;0;0;0;0;0;8,45;8,93;9,45;6,72;0
2023-01-01T00:15:00;0;0;0;0;0;0;0;7,24;8,63;7,55;5,98;0
2023-01-01T00:30:00;0;0;0;0;0;0;0;8,52;8,65;10,06;6,5;0
2023-01-01T00:45:00;0;0;0;0;0;0;0;7,09;8,57;7,36;6,33;0
2023-01-01T01:00:00;0;0;0;0;0;0;0;7,35;8,35;7,91;6,02;0
2023-01-01T01:15:00;0;0;0;0;0;0;0;7,27;8,58;7,42;6,51;0
2023-01-01T01:30:00;0;0;0;0;0;0;0;7,24;8,9;7,51;5,91;0
2023-01-01T01:45:00;0;0;0;0;0;0;0;8,61;9,16;10,46;6,63;0
2023-01-01T02:00:00;0;0;0;0;0;0;0;7,58;9,2;7,52;6,13;0
2023-01-01T02:15:00;0;0;0;0;0;0;0;8,76;8,63;9,59;6,28;0
2023-01-01T02:30:00;0;0;0;0;0;0;0;7,73;8,72;7,41;6,37;0
2023-01-01T02:45:00;0;0;0;0;0;0;0;7,39;8,41;7,87;5,99;0
2023-01-01T03:00:00;0;0;0;0;0;0;0;7,35;9,36;7,65;6,76;0
2023-01-01T03:15:00;0;0;0;0;0;0;0;7,32;8,64;7,64;5,96;0
2023-01-01T03:30:00;0;0;0;0;0;0;0;8,47;8,57;9,57;6,53;0
2023-01-01T03:45:00;0;0;0;0;0;0;0;7,17;8,46;7,8;6,11;0
2023-01-01T04:00:00;0;0;0;0;0;0;0;8,67;8,9;10,03;6,19;0
2023-01-01T04:15:00;0;0;0;0;0;0;0;7,52;8,51;7,48;6,56;0
2023-01-01T04:30:00;0;0;0;0;0;0;0;7,24;9,33;7,44;5,87;0
2023-01-01T04:45:00;0;0;0;0;0;0;0;8,58;8,37;10,32;6,65;0
2023-01-01T05:00:00;0;0;0;0;0;0;0;7,32;9,55;8,01;5,99;0
2023-01-01T05:15:00;0;0;0;0;0;0;0;8,66;8,58;9,85;6,43;0
2023-01-01T05:30:00;0;0;0;0;0;0;0;8,01;9,31;7,41;6,26;0
2023-01-01T05:45:00;0;0;0;0;0;0;0;7,99;8,69;7,85;5,95;0
2023-01-01T06:00:00;0;0;0;0;0;0;0;7,32;8,53;7,3;6,51;0
2023-01-01T06:15:00;0;0;0;0;0;0;0;6,97;8,55;7,03;5,78;0
2023-01-01T06:30:00;0;0;0;0;0;0;0;7,93;8,2;9,4;6,31;0
2023-01-01T06:45:00;0;0;0;0;0;0;0;5,58;6,22;7,55;4,91;0
2023-01-01T07:00:00;0;0;0;0;0;0;0;5,57;5,81;8,08;4,47;0
2023-01-01T07:15:00;0;0;0;0;0;0;0;4,28;5,95;5,92;4,63;0
2023-01-01T07:30:00;0;0;0;0;0;0;0;4,16;5,42;5,66;3,99;0
2023-01-01T07:45:00;0;0;0;0;0;0;0;5,58;4,85;7,74;4,2;0
2023-01-01T08:00:00;0;0;0;0;0;0;0;2,84;4,38;4,85;3,41;0
2023-01-01T08:15:00;0;0;0;0;0;0;0;3,86;4,49;6,18;3,25;0
2023-01-01T08:30:00;0;0;0;0;0;0;0;1,19;3,88;3,28;2,68;0
2023-01-01T08:45:00;0;0;0;0;0;0;0;0,25;2,4;2,66;2;0
2023-01-01T09:00:00;0;0;0;0;0;0;0;1,86;1,86;4,48;2,09;0
2023-01-01T09:15:00;0;0;0;0;0;0;0;0,86;2,47;0,74;1,21;0
2023-01-01T09:30:00;0;0;0;0;0;0;0;1,04;1,33;1,98;0,64;0
2023-01-01T09:45:00;0;0;0;0;0;0;0;3,53;4,64;4,16;1,26;0
2023-01-01T10:00:00;0;0;0;0;0;0;0;0,07;1,05;0,33;1,2;0
2023-01-01T10:15:00;0;0;0;0;0;0;0;0,66;0,82;1,83;0,74;0
2023-01-01T10:30:00;0;0;0;0;0;0;0;-3,29;-2,19;-2,91;0,21;0
2023-01-01T10:45:00;0;0;0;0;0;0;0;-1,08;-0,82;0,05;0;0
2023-01-01T11:00:00;0;0;0;0;0;0;0;-1,4;-0,02;-1,09;0,26;0
2023-01-01T11:15:00;0;0;0;0;0;0;0;-1,15;0,7;1,03;2,24;0
2023-01-01T11:30:00;0;0;0;0;0;0;0;4,2;4,45;7,68;1,69;0
2023-01-01T11:45:00;0;0;0;0;0;0;0;2,83;5,34;5,06;1,07;0
2023-01-01T12:00:00;0;0;0;0;0;0;0;-2,12;-2,22;0,56;1,99;0
2023-01-01T12:15:00;0;0;0;0;0;0;0;1,86;3,21;4,06;0,68;0
2023-01-01T12:30:00;0;0;0;0;0;0;0;3,88;5,06;7,21;1,52;0
2023-01-01T12:45:00;0;0;0;0;0;0;0;1,83;3,73;4,41;2,98;0
2023-01-01T13:00:00;0;0;0;0;0;0;0;-4,51;-2,51;-2,34;2,18;0
2023-01-01T13:15:00;0;0;0;0;0;0;0;-3,79;-2,64;-0,34;2,25;0
2023-01-01T13:30:00;0;0;0;0;0;0;0;3,4;5,29;4,82;2,68;0
2023-01-01T13:45:00;0;0;0;0;0;0;0;2,79;3,76;6,42;1,57;0
2023-01-01T14:00:00;0;0;0;0;0;0;0;1,33;3,76;4,07;3,02;0
2023-01-01T14:15:00;0;0;0;0;0;0;0;3,32;3,6;6,7;2,08;0
2023-01-01T14:30:00;0;0;0;0;0;0;0;3,49;5,02;5,78;4,11;0
2023-01-01T14:45:00;0;0;0;0;0;0;0;2,41;4,56;5,4;3,09;0
2023-01-01T15:00:00;0;0;0;0;0;0;0;2,79;3,78;6,41;3,38;0
2023-01-01T15:15:00;0;0;0;0;0;0;0;-2,16;-0,18;0,73;0,54;0
2023-01-01T15:30:00;0;0;0;0;0;0;0;1,78;2,85;5,43;0,86;0
2023-01-01T15:45:00;0;0;0;0;0;0;0;0,23;2,6;2,76;1,5;0
2023-01-01T16:00:00;0;0;0;0;0;0;0;3,51;4,28;6,72;2,03;0
2023-01-01T16:15:00;0;0;0;0;0;0;0;1,03;3,17;3,34;2,51;0
2023-01-01T16:30:00;0;0;0;0;0;0;0;2,77;5,61;5,43;2,92;0
2023-01-01T16:45:00;0;0;0;0;0;0;0;2,72;5,7;5,32;4,35;0
2023-01-01T17:00:00;0;0;0;0;0;0;0;4,27;6,24;6,99;4,07;0
2023-01-01T17:15:00;0;0;0;0;0;0;0;5,72;6,79;9,43;5,32;0
2023-01-01T17:30:00;0;0;0;0;0;0;0;5,03;6,87;7,11;4,9;0
2023-01-01T17:45:00;0;0;0;0;0;0;0;7,77;7,31;9,82;5,36;0
2023-01-01T18:00:00;0;0;0;0;0;0;0;5,76;7,74;8,03;5,69;0
2023-01-01T18:15:00;0;0;0;0;0;0;0;6,94;7,98;10,31;5,71;0
2023-01-01T18:30:00;0;0;0;0;0;0;0;8,3;9,31;8,01;6,26;0
2023-01-01T18:45:00;0;0;0;0;0;0;0;7,54;9,43;8,59;6,25;0
2023-01-01T19:00:00;0;0;0;0;0;0;0;8,79;9,24;10,81;7,29;0
2023-01-01T19:15:00;0;0;0;0;0;0;0;9,41;11,15;8,04;6,92;0
2023-01-01T19:30:00;0;0;0;0;0;0;0;10,74;10,68;10,36;7,77;0
2023-01-01T19:45:00;0;0;0;0;0;0;0;9,29;10,5;8,01;7,3;0
2023-01-01T20:00:00;0;0;0;0;0;0;0;11,16;11,08;11,4;7,59;0
2023-01-01T20:15:00;0;0;0;0;0;0;0;9,15;11;7,87;7,59;0
2023-01-01T20:30:00;0;0;0;0;0;0;0;10,52;10,47;10,16;7,14;0
2023-01-01T20:45:00;0;0;0;0;0;0;0;9,44;10,39;8,04;7,74;0
2023-01-01T21:00:00;0;0;0;0;0;0;0;9,55;11,02;8,34;7,15;0
2023-01-01T21:15:00;0;0;0;0;0;0;0;9,23;9,43;10,24;7,32;0
2023-01-01T21:30:00;0;0;0;0;0;0;0;7,82;8,55;7,97;6,19;0
2023-01-01T21:45:00;0;0;0;0;0;0;0;8,93;9,35;9,97;6,72;0
2023-01-01T22:00:00;0;0;0;0;0;0;0;7,59;8,61;9,28;6,39;0
2023-01-01T22:15:00;0;0;0;0;0;0;0;8,77;9,62;10,08;6,64;0
2023-01-01T22:30:00;0;0;0;0;0;0;0;7,73;9,23;7,66;6,56;0
2023-01-01T22:45:00;0;0;0;0;0;0;0;7,49;8,58;8,26;6,25;0
2023-01-01T23:00:00;0;0;0;0;0;0;0;8,97;9,72;9,93;6,82;0
2023-01-01T23:15:00;0;0;0;0;0;0;0;8;8,85;8,29;6,2;0
2023-01-01T23:30:00;0;0;0;0;0;0;0;8,82;8,73;11,26;7,01;0
2023-01-01T23:45:00;0;0;0;0;0;0;0;7,46;9,03;7,68;6,08;0
2023-01-02T00:00:00;0;0;0;0;0;0;0;9,57;8,82;10,25;6,78;0
2023-01-02T00:15:00;0;0;0;0;0;0;0;8,28;9,06;8,47;6,25;0
2023-01-02T00:30:00;0;0;0;0;0;0;0;8,91;9,21;10,03;6,63;0
2023-01-02T00:45:00;0;0;0;0;0;0;0;7,52;8,73;7,6;6,39;0
2023-01-02T01:00:00;0;0;0;0;0;0;0;8,57;8,62;10,19;6,5;0
2023-01-02T01:15:00;0;0;0;0;0;0;0;7,81;8,57;7,84;6,54;0
2023-01-02T01:30:00;0;0;0;0;0;0;0;7,55;8,45;7,65;6,24;0
2023-01-02T01:45:00;0;0;0;0;0;0;0;8,63;8,63;9,82;6,62;0
2023-01-02T02:00:00;0;0;0;0;0;0;0;7,58;9,2;7,96;6,16;0
2023-01-02T02:15:00;0;0;0;0;0;0;0;8,51;8,63;9,89;6,76;0
2023-01-02T02:30:00;0;0;0;0;0;0;0;8;8,47;7,52;6,01;0
2023-01-02T02:45:00;0;0;0;0;0;0;0;8,63;9,01;9,62;6,77;0
2023-01-02T03:00:00;0;0;0;0;0;0;0;7,33;8,51;7,56;6,06;0
2023-01-02T03:15:00;0;0;0;0;0;0;0;8,77;9,03;10,26;6,83;0
2023-01-02T03:30:00;0;0;0;0;0;0;0;7,45;8,43;7,64;6,1;0
2023-01-02T03:45:00;0;0;0;0;0;0;0;9,89;9,1;10,31;6,57;0
2023-01-02T04:00:00;0;0;0;0;0;0;0;7,55;8,58;7,79;6,38;0
2023-01-02T04:15:00;0;0;0;0;0;0;0;8,91;8,99;10,03;6,45;0
2023-01-02T04:30:00;0;0;0;0;0;0;0;7,34;8,74;7,56;6,51;0
2023-01-02T04:45:00;0;0;0;0;0;0;0;8,13;8,7;7,5;6,23;0
2023-01-02T05:00:00;0;0;0;0;0;0;0;8,55;8,62;9,74;6,67;0
2023-01-02T05:15:00;0;0;0;0;0;0;0;7,86;8,94;7,81;6,06;0
2023-01-02T05:30:00;0;0;0;0;0;0;0;8,63;9,26;10,26;6,86;0
2023-01-02T05:45:00;0;0;0;0;0;0;0;7,32;8,84;7,58;6;0
2023-01-02T06:00:00;0;0;0;0;0;0;0;8,98;8,57;9,67;6,76;0
2023-01-02T06:15:00;0;0;0;0;0;0;0;7,46;8,51;7,73;6,02;0
2023-01-02T06:30:00;0;0;0;0;0;0;0;8,33;8,87;10,41;6,54;0
2023-01-02T06:45:00;0;0;0;0;0;0;0;5,53;7,19;7,36;5,39;0
2023-01-02T07:00:00;0;0;0;0;0;0;0;6,81;6,98;9,91;5,5;0
2023-01-02T07:15:00;0;0;0;0;0;0;0;7,75;8,72;7,15;5,87;0
2023-01-02T07:30:00;0;0;0;0;0;0;0;8,6;8,05;8,93;5,8;0
2023-01-02T07:45:00;0;0;0;0;0;0;0;6,83;8,57;6,75;6,1;0
